Attributes,adjust,close,change_perc2,avg,volume_match,value_match,volume_reconcile,value_reconcile,open,high,low,volume
2013-12-20,3.4,3.4,9.6774,3.395,60200.0,204400000.0,0.0,0.0,3.3,3.4,3.3,60200.0
2013-12-23,3.7,3.7,8.8235,3.7,19964.0,73837400.0,0.0,0.0,3.7,3.7,3.7,19964.0
2013-12-24,3.4,3.4,-8.1081,3.496,52336.0,182666000.0,0.0,0.0,3.5,3.6,3.4,52336.0
2013-12-25,3.7,3.7,8.8235,3.7,100.0,370000.0,0.0,0.0,3.7,3.7,3.7,100.0
2013-12-26,3.4,3.4,-8.1081,3.4,7600.0,25840000.0,0.0,0.0,3.4,3.4,3.4,7600.0
2013-12-27,3.4,3.4,0.0,3.218,11800.0,37970000.0,0.0,0.0,3.4,3.4,3.2,11800.0
2013-12-30,3.4,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,3.4,3.4,0.0
2013-12-31,3.4,3.4,0.0,3.4,0.0,0.0,0.0,0.0,3.4,3.4,3.4,0.0
2014-01-02,3.3,3.3,-2.9412,3.161,19010.0,60090400.0,0.0,0.0,3.3,3.3,3.1,19010.0
2014-01-03,3.0,3.0,-9.0909,3.021,8300.0,25000000.0,0.0,0.0,3.0,3.1,3.0,8300.0
2014-01-06,3.2,3.2,6.6667,3.0,100.0,320000.0,0.0,0.0,3.2,3.2,3.2,100.0
2014-01-07,3.0,3.0,-6.25,2.901,29310.0,85072000.0,0.0,0.0,2.9,3.2,2.9,29310.0
2014-01-08,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
2014-01-09,3.1,3.1,3.3333,3.108,4700.0,14600000.0,0.0,0.0,3.0,3.2,3.0,4700.0
2014-01-10,3.3,3.3,6.4516,3.286,25200.0,82810000.0,0.0,0.0,3.1,3.4,3.1,25200.0
2014-01-13,3.1,3.1,-6.0606,3.3,3400.0,10740000.0,0.0,0.0,3.3,3.3,3.1,3400.0
2014-01-14,3.1,3.1,0.0,3.1,1400.0,4340000.0,0.0,0.0,3.1,3.1,3.1,1400.0
2014-01-15,3.0,3.0,-3.2258,3.025,4000.0,12100000.0,0.0,0.0,3.1,3.1,3.0,4000.0
2014-01-16,3.0,3.0,0.0,3.0,1307.0,3921000.0,0.0,0.0,3.0,3.0,3.0,1307.0
2014-01-17,3.0,3.0,0.0,3.0,24210.0,72630000.0,0.0,0.0,3.0,3.0,3.0,24210.0
2014-01-20,3.0,3.0,0.0,3.007,21500.0,64600000.0,0.0,0.0,3.1,3.1,3.0,21500.0
2014-01-21,3.0,3.0,0.0,3.012,10410.0,31350000.0,0.0,0.0,3.1,3.1,3.0,10410.0
2014-01-22,3.1,3.1,3.3333,3.01,5100.0,15360000.0,0.0,0.0,3.0,3.1,3.0,5100.0
2014-01-23,3.2,3.2,3.2258,3.1,3900.0,12140000.0,0.0,0.0,3.1,3.2,3.1,3900.0
2014-01-24,3.1,3.1,-3.125,3.1,3500.0,10850000.0,0.0,0.0,3.1,3.1,3.1,3500.0
2014-01-27,3.1,3.1,0.0,3.1,0.0,0.0,0.0,0.0,3.1,3.1,3.1,0.0
2014-02-06,3.2,3.2,3.2258,3.005,3800.0,11420000.0,0.0,0.0,3.0,3.2,3.0,3800.0
2014-02-07,3.2,3.2,0.0,3.2,0.0,0.0,0.0,0.0,3.2,3.2,3.2,0.0
2014-02-10,3.1,3.1,-3.125,3.2,214.0,653600.0,0.0,0.0,3.1,3.1,3.1,214.0
2014-02-11,3.1,3.1,0.0,3.1,17000.0,52700000.0,0.0,0.0,3.1,3.1,3.1,17000.0
2014-02-12,3.1,3.1,0.0,3.1,0.0,0.0,0.0,0.0,3.1,3.1,3.1,0.0
2014-02-13,3.1,3.1,0.0,3.1,1100.0,3410000.0,0.0,0.0,3.1,3.1,3.1,1100.0
2014-02-14,3.2,3.2,3.2258,3.108,7900.0,24550000.0,0.0,0.0,3.0,3.2,3.0,7900.0
2014-02-17,3.1,3.1,-3.125,3.1,2600.0,8060000.0,0.0,0.0,3.1,3.1,3.1,2600.0
2014-02-18,3.2,3.2,3.2258,3.206,16310.0,52288000.0,0.0,0.0,3.2,3.3,3.2,16310.0
2014-02-19,3.5,3.5,9.375,3.35,16600.0,55610000.0,0.0,0.0,3.2,3.5,3.2,16600.0
2014-02-20,3.2,3.2,-8.5714,3.226,12200.0,39360000.0,0.0,0.0,3.3,3.3,3.2,12200.0
2014-02-21,3.4,3.4,6.25,3.4,100.0,340000.0,0.0,0.0,3.4,3.4,3.4,100.0
2014-02-24,3.4,3.4,0.0,3.396,21700.0,73690000.0,0.0,0.0,3.4,3.4,3.3,21700.0
2014-02-25,3.5,3.5,2.9412,3.368,12100.0,40780000.0,0.0,0.0,3.3,3.5,3.3,12100.0
2014-02-26,3.5,3.5,0.0,3.487,16800.0,58580000.0,0.0,0.0,3.4,3.5,3.4,16800.0
2014-02-27,3.6,3.6,2.8571,3.498,9400.0,32900000.0,0.0,0.0,3.4,3.6,3.4,9400.0
2014-02-28,3.6,3.6,0.0,3.5,2200.0,7810000.0,0.0,0.0,3.5,3.6,3.5,2200.0
2014-03-03,3.6,3.6,0.0,3.4,2200.0,7520000.0,0.0,0.0,3.4,3.6,3.4,2200.0
2014-03-04,3.6,3.6,0.0,3.509,1192.0,4163600.0,0.0,0.0,3.5,3.6,3.5,1192.0
2014-03-05,3.5,3.5,-2.7778,3.529,1708.0,6028800.0,0.0,0.0,3.5,3.6,3.5,1708.0
2014-03-06,3.7,3.7,5.7143,3.596,7700.0,27690000.0,0.0,0.0,3.5,3.7,3.5,7700.0
2014-03-07,3.8,3.8,2.7027,3.705,24763.0,91840500.0,0.0,0.0,3.5,4.0,3.5,24763.0
2014-03-10,4.1,4.1,7.8947,3.845,19500.0,75010000.0,0.0,0.0,3.7,4.1,3.7,19500.0
2014-03-11,4.1,4.1,0.0,4.169,18900.0,78670000.0,0.0,0.0,4.1,4.3,4.1,18900.0
2014-03-12,4.2,4.2,2.439,4.09,28205.0,115369500.0,0.0,0.0,4.2,4.2,4.0,28205.0
2014-03-13,4.1,4.1,-2.381,4.012,2600.0,10430000.0,0.0,0.0,4.0,4.1,4.0,2600.0
2014-03-14,4.4,4.4,7.3171,4.153,54100.0,224760000.0,0.0,0.0,3.9,4.4,3.9,54100.0
2014-03-17,4.8,4.8,9.0909,4.673,22753.0,106353800.0,0.0,0.0,4.6,4.8,4.5,22753.0
2014-03-18,5.2,5.2,8.3333,5.082,28819.0,146475500.0,0.0,0.0,5.0,5.2,5.0,28819.0
2014-03-19,4.8,4.8,-7.6923,4.866,18100.0,87730000.0,0.0,0.0,5.1,5.1,4.7,18100.0
2014-03-20,5.0,5.0,4.1667,4.815,29300.0,141100000.0,0.0,0.0,4.8,5.0,4.7,29300.0
2014-03-21,4.9,4.9,-2.0,5.013,21300.0,105980000.0,0.0,0.0,5.0,5.1,4.8,21300.0
2014-03-24,5.3,5.3,8.1633,5.25,28400.0,149100000.0,0.0,0.0,4.9,5.3,4.9,28400.0
2014-03-25,5.8,5.8,9.434,5.427,37065.0,202452000.0,0.0,0.0,5.3,5.8,5.3,37065.0
2014-03-26,5.3,5.3,-8.6207,5.771,17200.0,96580000.0,0.0,0.0,5.6,6.0,5.3,17200.0
2014-03-27,5.1,5.1,-3.7736,4.816,7500.0,36260000.0,0.0,0.0,4.8,5.2,4.8,7500.0
2014-03-28,5.2,5.2,1.9608,5.189,3110.0,16152000.0,0.0,0.0,5.4,5.4,4.9,3110.0
2014-03-31,5.2,5.2,0.0,5.285,1365.0,7208000.0,0.0,0.0,5.3,5.3,5.2,1365.0
2014-04-01,4.7,4.7,-9.6154,4.763,6500.0,30960000.0,0.0,0.0,4.8,5.0,4.7,6500.0
2014-04-02,4.3,4.3,-8.5106,4.321,19500.0,84210000.0,0.0,0.0,4.5,4.5,4.3,19500.0
2014-04-03,4.6,4.6,6.9767,4.579,7100.0,32510000.0,0.0,0.0,4.6,4.7,4.4,7100.0
2014-04-04,4.8,4.8,4.3478,4.34,8400.0,36500000.0,0.0,0.0,4.4,4.8,4.3,8400.0
2014-04-07,4.4,4.4,-8.3333,4.435,31210.0,138424000.0,0.0,0.0,4.4,4.7,4.4,31210.0
2014-04-08,4.7,4.7,6.8182,4.745,1600.0,7570000.0,0.0,0.0,4.8,4.8,4.7,1600.0
2014-04-10,4.8,4.8,2.1277,4.8,2046.0,9797800.0,0.0,0.0,4.8,4.8,4.8,2046.0
2014-04-11,4.8,4.8,0.0,4.53,11400.0,51720000.0,0.0,0.0,4.6,4.8,4.5,11400.0
2014-04-14,4.6,4.6,-4.1667,4.413,26400.0,117440000.0,0.0,0.0,4.6,4.6,4.4,26400.0
2014-04-15,4.2,4.2,-8.6957,4.348,11800.0,51310000.0,0.0,0.0,4.5,4.5,4.2,11800.0
2014-04-16,4.4,4.4,4.7619,3.963,16200.0,64240000.0,0.0,0.0,4.0,4.4,3.9,16200.0
2014-04-17,4.1,4.1,-6.8182,4.5,1300.0,5450000.0,0.0,0.0,4.5,4.5,4.1,1300.0
2014-04-18,4.5,4.5,9.7561,3.911,1600.0,6670000.0,0.0,0.0,4.0,4.5,3.8,1600.0
2014-04-21,4.1,4.1,-8.8889,4.1,27800.0,113980000.0,0.0,0.0,4.1,4.1,4.1,27800.0
2014-04-22,3.8,3.8,-7.3171,3.998,4700.0,18710000.0,0.0,0.0,3.8,4.1,3.8,4700.0
2014-04-23,3.7,3.7,-2.6316,4.056,1800.0,7230000.0,0.0,0.0,3.8,4.1,3.7,1800.0
2014-04-24,3.8,3.8,2.7027,3.8,1010.0,3838000.0,0.0,0.0,3.8,3.8,3.8,1010.0
2014-04-25,3.9,3.9,2.6316,4.092,2600.0,10600000.0,0.0,0.0,4.0,4.1,3.9,2600.0
2014-04-28,3.9,3.9,0.0,3.984,7900.0,31460000.0,0.0,0.0,3.9,4.2,3.7,7900.0
2014-04-29,4.2,4.2,0.0,4.2,6000.0,25200000.0,0.0,0.0,4.2,4.2,4.2,6000.0
2014-05-05,3.8,3.8,-9.5238,3.9,7200.0,28060000.0,0.0,0.0,3.9,3.9,3.8,7200.0
2014-05-06,3.6,3.6,-5.2632,3.821,5820.0,22192000.0,0.0,0.0,3.7,4.1,3.6,5820.0
2014-05-07,3.9,3.9,8.3333,3.773,2600.0,9810000.0,0.0,0.0,3.6,3.9,3.6,2600.0
2014-05-08,4.1,4.1,5.1282,3.9,100.0,410000.0,0.0,0.0,4.1,4.1,4.1,100.0
2014-05-09,4.3,4.3,4.878,4.1,100.0,430000.0,0.0,0.0,4.3,4.3,4.3,100.0
2014-05-12,4.3,4.3,0.0,4.3,0.0,0.0,0.0,0.0,4.3,4.3,4.3,0.0
2014-05-13,3.9,3.9,-9.3023,3.9,400.0,1560000.0,0.0,0.0,3.9,3.9,3.9,400.0
2014-05-14,3.9,3.9,0.0,3.9,0.0,0.0,0.0,0.0,3.9,3.9,3.9,0.0
2014-05-15,3.8,3.8,-2.5641,3.817,6000.0,22900000.0,0.0,0.0,3.9,3.9,3.8,6000.0
2014-05-16,4.0,4.0,5.2632,3.8,1900.0,7560000.0,0.0,0.0,3.8,4.0,3.8,1900.0
2014-05-19,4.2,4.2,5.0,3.9,1100.0,4320000.0,0.0,0.0,3.9,4.2,3.9,1100.0
2014-05-20,4.0,4.0,-4.7619,4.0,12000.0,48000000.0,0.0,0.0,4.0,4.0,4.0,12000.0
2014-05-21,4.2,4.2,5.0,4.083,4400.0,18200000.0,0.0,0.0,4.0,4.2,4.0,4400.0
2014-05-22,4.0,4.0,-4.7619,4.0,2600.0,10400000.0,0.0,0.0,4.0,4.0,4.0,2600.0
2014-05-23,4.0,4.0,0.0,4.0,3200.0,12800000.0,0.0,0.0,4.0,4.0,4.0,3200.0
2014-05-26,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0
2014-05-27,4.0,4.0,0.0,4.0,6000.0,24000000.0,0.0,0.0,4.0,4.0,4.0,6000.0
2014-05-28,4.0,4.0,0.0,4.0,1000.0,4000000.0,0.0,0.0,4.0,4.0,4.0,1000.0
2014-05-29,4.2,4.2,5.0,4.067,300.0,1220000.0,0.0,0.0,4.0,4.2,4.0,300.0
2014-05-30,4.1,4.1,-2.381,4.1,500.0,2050000.0,0.0,0.0,4.1,4.1,4.1,500.0
2014-06-02,4.3,4.3,4.878,4.1,100.0,430000.0,0.0,0.0,4.3,4.3,4.3,100.0
2014-06-03,4.3,4.3,0.0,4.3,0.0,0.0,0.0,0.0,4.3,4.3,4.3,0.0
2014-06-04,4.1,4.1,-4.6512,4.0,6000.0,24000000.0,0.0,0.0,3.9,4.1,3.9,6000.0
2014-06-05,4.5,4.5,9.7561,4.118,7500.0,31000000.0,0.0,0.0,4.1,4.5,4.0,7500.0
2014-06-06,4.1,4.1,-8.8889,4.155,1826.0,7549200.0,0.0,0.0,4.2,4.6,4.1,1826.0
2014-06-09,3.8,3.8,-7.3171,4.1,2300.0,9340000.0,0.0,0.0,4.1,4.1,3.8,2300.0
2014-06-10,4.1,4.1,7.8947,3.7,1200.0,4520000.0,0.0,0.0,3.7,4.1,3.7,1200.0
2014-06-11,4.5,4.5,9.7561,4.475,7200.0,32270000.0,0.0,0.0,4.4,4.5,4.4,7200.0
2014-06-12,4.5,4.5,0.0,4.5,200.0,900000.0,0.0,0.0,4.5,4.5,4.5,200.0
2014-06-13,4.5,4.5,0.0,4.5,300.0,1350000.0,0.0,0.0,4.5,4.5,4.5,300.0
2014-06-16,4.7,4.7,4.4444,4.632,4800.0,22300000.0,0.0,0.0,4.8,4.8,4.2,4800.0
2014-06-17,4.9,4.9,4.2553,4.7,3870.0,18181000.0,0.0,0.0,4.7,4.9,4.7,3870.0
2014-06-18,5.0,5.0,2.0408,4.9,226.0,1117000.0,0.0,0.0,5.0,5.0,5.0,226.0
2014-06-19,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0
2014-06-20,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0
2014-06-23,5.0,5.0,0.0,5.0,0.0,0.0,70.0,315000.0,5.0,5.0,5.0,70.0
2014-06-24,5.0,5.0,0.0,5.0,0.0,0.0,71.0,319500.0,5.0,5.0,5.0,71.0
2014-06-25,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0
2014-06-26,4.8,4.8,-4.0,4.5,1100.0,4980000.0,0.0,0.0,4.5,4.8,4.5,1100.0
2014-06-27,4.4,4.4,-8.3333,4.4,3100.0,13640000.0,0.0,0.0,4.4,4.4,4.4,3100.0
2014-06-30,4.4,4.4,0.0,4.4,0.0,0.0,0.0,0.0,4.4,4.4,4.4,0.0
2014-07-01,4.4,4.4,0.0,4.4,0.0,0.0,0.0,0.0,4.4,4.4,4.4,0.0
2014-07-02,4.4,4.4,0.0,4.4,0.0,0.0,0.0,0.0,4.4,4.4,4.4,0.0
2014-07-03,4.6,4.6,4.5455,4.1,600.0,2460000.0,0.0,0.0,4.0,4.6,4.0,600.0
2014-07-04,4.6,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.6,4.6,4.6,0.0
2014-07-07,4.6,4.6,0.0,4.6,0.0,0.0,0.0,0.0,4.6,4.6,4.6,0.0
2014-07-08,4.5,4.5,-2.1739,4.2,3800.0,15990000.0,0.0,0.0,4.2,4.5,4.2,3800.0
2014-07-09,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-07-10,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-07-11,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-07-14,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-07-15,4.1,4.1,-8.8889,4.103,3100.0,12720000.0,0.0,0.0,4.2,4.2,4.1,3100.0
2014-07-16,4.1,4.1,0.0,4.1,30.0,123000.0,0.0,0.0,4.1,4.1,4.1,30.0
2014-07-17,4.1,4.1,0.0,4.007,3000.0,12020000.0,0.0,0.0,4.0,4.1,4.0,3000.0
2014-07-18,4.1,4.1,0.0,4.1,34.0,132600.0,0.0,0.0,4.1,4.1,4.1,34.0
2014-07-21,3.9,3.9,-4.878,3.891,1100.0,4280000.0,0.0,0.0,3.8,3.9,3.8,1100.0
2014-07-22,3.9,3.9,0.0,3.9,0.0,0.0,0.0,0.0,3.9,3.9,3.9,0.0
2014-07-23,3.8,3.8,-2.5641,3.8,100.0,380000.0,0.0,0.0,3.8,3.8,3.8,100.0
2014-07-24,4.1,4.1,7.8947,4.067,500.0,2040000.0,0.0,0.0,4.0,4.1,4.0,500.0
2014-07-25,4.4,4.4,7.3171,4.4,100.0,440000.0,0.0,0.0,4.4,4.4,4.4,100.0
2014-07-28,4.0,4.0,-9.0909,4.4,400.0,1600000.0,0.0,0.0,4.0,4.0,4.0,400.0
2014-07-29,4.0,4.0,0.0,4.0,500.0,2000000.0,0.0,0.0,4.0,4.0,4.0,500.0
2014-07-30,3.8,3.8,-5.0,3.8,100.0,380000.0,0.0,0.0,3.8,3.8,3.8,100.0
2014-07-31,3.8,3.8,0.0,3.8,0.0,0.0,0.0,0.0,3.8,3.8,3.8,0.0
2014-08-01,4.1,4.1,7.8947,3.8,100.0,410000.0,0.0,0.0,4.1,4.1,4.1,100.0
2014-08-04,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-08-05,4.1,4.1,0.0,4.1,1000.0,4100000.0,0.0,0.0,4.1,4.1,4.1,1000.0
2014-08-06,4.1,4.1,0.0,4.3,200.0,840000.0,0.0,0.0,4.3,4.3,4.1,200.0
2014-08-07,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-08-08,4.5,4.5,9.7561,4.2,900.0,3840000.0,0.0,0.0,4.2,4.5,4.2,900.0
2014-08-11,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-08-12,4.7,4.7,4.4444,4.5,100.0,470000.0,0.0,0.0,4.7,4.7,4.7,100.0
2014-08-13,4.7,4.7,0.0,4.7,0.0,0.0,40.0,172000.0,4.7,4.7,4.7,40.0
2014-08-14,4.7,4.7,0.0,4.3,3400.0,14660000.0,0.0,0.0,4.3,4.7,4.3,3400.0
2014-08-15,4.3,4.3,-8.5106,4.3,1300.0,5590000.0,99.0,425700.0,4.3,4.3,4.3,1399.0
2014-08-18,4.2,4.2,-2.3256,4.2,700.0,2940000.0,0.0,0.0,4.2,4.2,4.2,700.0
2014-08-19,4.2,4.2,0.0,4.2,400.0,1680000.0,0.0,0.0,4.2,4.2,4.2,400.0
2014-08-20,3.9,3.9,-7.1429,3.9,2000.0,7800000.0,0.0,0.0,3.9,3.9,3.9,2000.0
2014-08-21,3.9,3.9,0.0,3.9,0.0,0.0,0.0,0.0,3.9,3.9,3.9,0.0
2014-08-22,4.2,4.2,7.6923,3.884,7900.0,30680000.0,0.0,0.0,3.8,4.2,3.8,7900.0
2014-08-25,4.2,4.2,0.0,4.2,0.0,0.0,0.0,0.0,4.2,4.2,4.2,0.0
2014-08-26,4.0,4.0,-4.7619,4.0,3500.0,14000000.0,0.0,0.0,4.0,4.0,4.0,3500.0
2014-08-27,4.0,4.0,0.0,4.0,1900.0,7600000.0,0.0,0.0,4.0,4.0,4.0,1900.0
2014-08-28,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0
2014-08-29,4.1,4.1,0.0,4.1,1100.0,4510000.0,0.0,0.0,4.1,4.1,4.1,1100.0
2014-09-03,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-09-04,4.1,4.1,0.0,4.1,5000.0,20500000.0,0.0,0.0,4.1,4.1,4.1,5000.0
2014-09-05,4.1,4.1,0.0,4.1,5000.0,20500000.0,0.0,0.0,4.1,4.1,4.1,5000.0
2014-09-08,4.2,4.2,2.439,4.047,3200.0,12950000.0,0.0,0.0,4.0,4.2,4.0,3200.0
2014-09-09,4.1,4.1,-2.381,4.061,6200.0,25180000.0,0.0,0.0,4.1,4.2,4.0,6200.0
2014-09-10,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-09-11,4.1,4.1,0.0,4.1,1000.0,4100000.0,0.0,0.0,4.1,4.1,4.1,1000.0
2014-09-12,4.2,4.2,2.439,4.1,100.0,420000.0,0.0,0.0,4.2,4.2,4.2,100.0
2014-09-15,4.2,4.2,0.0,4.2,1000.0,4200000.0,0.0,0.0,4.2,4.2,4.2,1000.0
2014-09-16,3.9,3.9,-7.1429,3.9,100.0,390000.0,0.0,0.0,3.9,3.9,3.9,100.0
2014-09-17,4.2,4.2,7.6923,3.991,1200.0,4810000.0,0.0,0.0,4.0,4.2,3.9,1200.0
2014-09-18,4.2,4.2,0.0,4.2,0.0,0.0,0.0,0.0,4.2,4.2,4.2,0.0
2014-09-19,4.2,4.2,0.0,4.2,0.0,0.0,0.0,0.0,4.2,4.2,4.2,0.0
2014-09-22,4.1,4.1,-2.381,4.1,200.0,820000.0,0.0,0.0,4.1,4.1,4.1,200.0
2014-09-23,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-09-24,4.1,4.1,0.0,4.1,8000.0,32800000.0,0.0,0.0,4.1,4.1,4.1,8000.0
2014-09-25,3.9,3.9,-4.878,3.9,1000.0,3900000.0,0.0,0.0,3.9,3.9,3.9,1000.0
2014-09-26,4.2,4.2,7.6923,3.8,2300.0,8820000.0,0.0,0.0,3.8,4.2,3.8,2300.0
2014-09-29,4.2,4.2,0.0,4.2,0.0,0.0,0.0,0.0,4.2,4.2,4.2,0.0
2014-09-30,4.2,4.2,0.0,4.2,0.0,0.0,0.0,0.0,4.2,4.2,4.2,0.0
2014-10-01,4.2,4.2,0.0,4.19,10500.0,44000000.0,0.0,0.0,4.1,4.2,4.1,10500.0
2014-10-02,4.2,4.2,0.0,4.2,5900.0,24780000.0,0.0,0.0,4.2,4.2,4.2,5900.0
2014-10-03,4.2,4.2,0.0,4.2,0.0,0.0,0.0,0.0,4.2,4.2,4.2,0.0
2014-10-06,4.2,4.2,0.0,4.2,0.0,0.0,0.0,0.0,4.2,4.2,4.2,0.0
2014-10-07,4.4,4.4,4.7619,4.044,900.0,3640000.0,0.0,0.0,4.0,4.4,4.0,900.0
2014-10-08,4.2,4.2,-4.5455,4.2,400.0,1680000.0,0.0,0.0,4.2,4.2,4.2,400.0
2014-10-09,4.5,4.5,7.1429,4.2,200.0,870000.0,0.0,0.0,4.2,4.5,4.2,200.0
2014-10-10,4.5,4.5,0.0,4.5,0.0,0.0,42.0,172200.0,4.5,4.5,4.5,42.0
2014-10-13,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-10-14,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-10-15,4.1,4.1,-8.8889,4.1,900.0,3690000.0,0.0,0.0,4.1,4.1,4.1,900.0
2014-10-16,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-10-17,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-10-20,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-10-21,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-10-22,4.1,4.1,0.0,4.1,100.0,377200.0,0.0,0.0,4.1,4.1,4.1,100.0
2014-10-23,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-10-24,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-10-27,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-10-28,4.1,4.1,0.0,4.1,100.0,410000.0,0.0,0.0,4.1,4.1,4.1,100.0
2014-10-29,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-10-30,4.3,4.3,4.878,4.22,502.0,2118200.0,0.0,0.0,4.2,4.3,4.2,502.0
2014-10-31,4.3,4.3,0.0,4.3,100.0,430000.0,55.0,214500.0,4.3,4.3,4.3,155.0
2014-11-03,4.5,4.5,4.6512,4.5,278.0,1204200.0,0.0,0.0,4.5,4.5,4.5,278.0
2014-11-04,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-11-05,4.5,4.5,0.0,4.5,22.0,99000.0,0.0,0.0,4.5,4.5,4.5,22.0
2014-11-06,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-11-07,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-11-10,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-11-11,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-11-12,4.5,4.5,0.0,4.5,0.0,0.0,0.0,0.0,4.5,4.5,4.5,0.0
2014-11-13,4.2,4.2,-6.6667,4.5,100.0,420000.0,0.0,0.0,4.2,4.2,4.2,100.0
2014-11-14,3.8,3.8,-9.5238,3.8,1100.0,4180000.0,0.0,0.0,3.8,3.8,3.8,1100.0
2014-11-17,3.8,3.8,0.0,3.651,14200.0,51850000.0,0.0,0.0,4.1,4.1,3.6,14200.0
2014-11-18,3.8,3.8,0.0,3.8,100.0,380000.0,0.0,0.0,3.8,3.8,3.8,100.0
2014-11-19,3.6,3.6,-5.2632,3.607,22900.0,82590000.0,0.0,0.0,3.7,3.7,3.6,22900.0
2014-11-20,3.9,3.9,8.3333,3.723,11500.0,42810000.0,0.0,0.0,3.6,3.9,3.6,11500.0
2014-11-21,4.2,4.2,7.6923,4.197,12500.0,52460000.0,0.0,0.0,4.1,4.2,4.1,12500.0
2014-11-24,4.6,4.6,9.5238,4.6,11400.0,52440000.0,0.0,0.0,4.6,4.6,4.6,11400.0
2014-11-25,4.6,4.6,0.0,4.967,46600.0,230120000.0,0.0,0.0,5.0,5.0,4.6,46600.0
2014-11-26,4.4,4.4,-4.3478,4.323,2700.0,11680000.0,0.0,0.0,4.4,4.4,4.3,2700.0
2014-11-27,4.0,4.0,-9.0909,4.011,19900.0,79810000.0,0.0,0.0,4.2,4.2,4.0,19900.0
2014-11-28,4.3,4.3,7.5,3.928,3000.0,11820000.0,0.0,0.0,3.8,4.3,3.7,3000.0
2014-12-01,4.0,4.0,-6.9767,3.922,7200.0,28270000.0,0.0,0.0,3.9,4.0,3.9,7200.0
2014-12-02,4.1,4.1,2.5,4.1,100.0,410000.0,0.0,0.0,4.1,4.1,4.1,100.0
2014-12-03,3.9,3.9,-4.878,3.842,2600.0,10000000.0,0.0,0.0,3.9,3.9,3.8,2600.0
2014-12-04,4.0,4.0,2.5641,3.886,12800.0,49770000.0,0.0,0.0,4.0,4.2,3.8,12800.0
2014-12-05,4.1,4.1,2.5,3.968,4200.0,16690000.0,0.0,0.0,4.0,4.1,3.9,4200.0
2014-12-08,4.1,4.1,0.0,4.1,0.0,0.0,0.0,0.0,4.1,4.1,4.1,0.0
2014-12-09,4.0,4.0,-2.439,3.9,1800.0,7030000.0,0.0,0.0,3.9,4.0,3.9,1800.0
